airline,src,dest,codeshare,stops,equipment
AS,ORD,LAX,Y,0,738
AS,ORD,MSY,Y,0,E75
AS,ORD,PDX,,0,73G
AS,ORD,SAN,Y,0,738
AS,ORD,SEA,,0,73H 739 73J
AS,ORD,SFO,Y,0,738
AS,ORF,ATL,Y,0,M90 M88 319
AS,OTZ,ANC,,0,73Q 734
AS,OTZ,OME,,0,73Q 734
AS,PBI,ATL,Y,0,M90 757 M88
AS,PDX,ANC,,0,73H 734 73J 73G
AS,PDX,ATL,,0,73J
AS,PDX,BIL,Y,0,DH4
AS,PDX,BLI,Y,0,DH4
AS,PDX,BOI,Y,0,DH4 CR7
AS,PDX,BOS,,0,73H
AS,PDX,BUR,Y,0,CR7
AS,PDX,DCA,,0,73H
AS,PDX,DFW,,0,73J
AS,PDX,DTW,Y,0,739
AS,PDX,EUG,Y,0,DH4
AS,PDX,FAT,Y,0,DH4
AS,PDX,GEG,Y,0,DH4
AS,PDX,HNL,,0,73H
AS,PDX,LAS,,0,73H 73G
AS,PDX,LAX,,0,734 73H 73G 739 73J
AS,PDX,LGB,Y,0,CR7
AS,PDX,MFR,Y,0,DH4
AS,PDX,MSO,Y,0,DH4
AS,PDX,OAK,Y,0,DH4
AS,PDX,OGG,,0,73H
AS,PDX,ONT,Y,0,CR7
AS,PDX,ORD,,0,73G
AS,PDX,PHX,,0,734 73G 73H
AS,PDX,PSC,Y,0,DH4
AS,PDX,PSP,,0,734 73J
AS,PDX,RDM,Y,0,DH4
AS,PDX,RNO,Y,0,DH4
AS,PDX,SAN,,0,73G 73H 734 73J 739
AS,PDX,SBA,Y,0,CR7
AS,PDX,SEA,Y,0,DH4 CR7
AS,PDX,SFO,,0,734 73G
AS,PDX,SJC,,0,734 73G 73H
AS,PDX,SLC,Y,0,757 320 73H
AS,PDX,SMF,Y,0,DH4
AS,PDX,SNA,,0,73G
AS,PDX,STS,Y,0,DH4
AS,PDX,TUS,Y,0,CR7
AS,PHL,SEA,,0,73J 73H
AS,PHX,LAX,Y,0,CRJ
AS,PHX,PDX,,0,734 73G 73H
AS,PHX,SEA,,0,73H 73J 73G 734
AS,PIT,LAX,Y,0,738
AS,PNS,ATL,Y,0,M90 717
AS,PQI,BOS,,0,SF3
AS,PSC,PDX,Y,0,DH4
AS,PSC,SEA,Y,0,DH4
AS,PSG,JNU,,0,73Q
AS,PSG,WRG,,0,73Q
AS,PSP,PDX,,0,73G
AS,PSP,SEA,,0,73H 734 73J
AS,PSP,SFO,,0,734
AS,PSP,SMF,Y,0,DH4
AS,PUW,LWS,Y,0,DH4
AS,PUW,SEA,Y,0,DH4
AS,RDM,PDX,Y,0,DH4
AS,RDM,SEA,Y,0,DH4
AS,RDU,ATL,Y,0,752 M90 M88 320 738 739
AS,RDU,LAX,Y,0,738
AS,RNO,LAX,Y,0,CRJ
AS,RNO,PDX,Y,0,DH4
AS,RNO,SEA,Y,0,DH4
AS,RNO,SJC,Y,0,DH4
AS,RSW,ATL,Y,0,M90 757 M88
AS,SAF,LAX,Y,0,CRJ
AS,SAN,ATL,Y,0,73H 763 739
AS,SAN,BOI,Y,0,CR7
AS,SAN,BOS,,0,73H
AS,SAN,DFW,Y,0,M83 M80 738 757
AS,SAN,DTW,Y,0,753 757
AS,SAN,FAT,Y,0,DH4
AS,SAN,HNL,,0,73H
AS,SAN,JFK,Y,0,73H 757
AS,SAN,LAX,Y,0,CRJ CR7
AS,SAN,LIH,,0,73H
AS,SAN,MCO,,0,73H
AS,SAN,MRY,Y,0,DH4
AS,SAN,MSP,Y,0,320 738 739
AS,SAN,OGG,,0,73H
AS,SAN,ORD,Y,0,738
AS,SAN,PDX,,0,73J 73H 734 73G
AS,SAN,SEA,,0,73J 73H 73G 734 739
AS,SAN,SLC,Y,0,738 319 320
AS,SAN,STS,Y,0,DH4
AS,SAT,SEA,,0,73H 73J
AS,SAV,ATL,Y,0,M88 717 319
AS,SBA,PDX,Y,0,CR7
AS,SBA,SEA,Y,0,CR7
AS,SCC,ANC,,0,73Q
AS,SCC,BRW,,0,73H 73Q
AS,SDP,ANC,Y,0,SF3
AS,SEA,ALW,Y,0,DH4
AS,SEA,ANC,,0,73J 73H 734 739 73Q 73G
AS,SEA,ATL,,0,73J 73H
AS,SEA,AUS,,0,739 73H
AS,SEA,BIL,Y,0,DH4
AS,SEA,BLI,Y,0,DH4
AS,SEA,BOI,Y,0,DH4
AS,SEA,BOS,,0,73H 73J
AS,SEA,BUR,,0,73H 73G
AS,SEA,BZN,Y,0,DH4
AS,SEA,COS,,0,CR7
AS,SEA,DCA,,0,73H
AS,SEA,DEN,,0,73G 73H 739
AS,SEA,DFW,,0,73J 739
AS,SEA,EAT,Y,0,DH4
AS,SEA,EUG,Y,0,DH4
AS,SEA,EWR,,0,73J
AS,SEA,FAI,,0,73G 73J 739 73H
AS,SEA,FAT,,0,CR7
AS,SEA,FCA,Y,0,DH4
AS,SEA,FLL,,0,73H
AS,SEA,GEG,,0,734
AS,SEA,GTF,Y,0,DH4
AS,SEA,HNL,,0,73H
AS,SEA,IAH,,0,73J
AS,SEA,JFK,Y,0,738
AS,SEA,JNU,,0,73Q 734 73H
AS,SEA,KOA,,0,73H
AS,SEA,KTN,,0,73Q 734
AS,SEA,LAS,,0,73H 739 73G 73J
AS,SEA,LAX,,0,73J 739 73G 734 73H
AS,SEA,LGB,Y,0,CR7
AS,SEA,LIH,,0,73H
AS,SEA,LWS,Y,0,DH4
AS,SEA,MCI,,0,73J
AS,SEA,MCO,,0,73H 73J
AS,SEA,MFR,Y,0,DH4
AS,SEA,MSO,Y,0,DH4
AS,SEA,MSP,,0,739 73G 73J
AS,SEA,OAK,,0,73H 73G 734
AS,SEA,OGG,,0,73H
AS,SEA,OMA,Y,0,CR7
AS,SEA,ONT,,0,734 73H
AS,SEA,ORD,,0,739 73J 73H
AS,SEA,PDX,Y,0,DH4 CR7
AS,SEA,PHL,,0,73J 73H
AS,SEA,PHX,,0,73G 734 73J 73H
AS,SEA,PSC,Y,0,DH4
AS,SEA,PSP,,0,73G 73H
AS,SEA,PUW,Y,0,DH4
AS,SEA,RDM,Y,0,DH4
AS,SEA,RNO,Y,0,DH4
AS,SEA,SAN,,0,73H 73J 734 739 73G
AS,SEA,SAT,,0,73H 73J
AS,SEA,SBA,Y,0,CR7
AS,SEA,SFO,,0,73J 734 73G 73H 739
AS,SEA,SJC,,0,734 73H 73J 739
AS,SEA,SLC,,0,739 734 73H 73G
AS,SEA,SMF,,0,73H
AS,SEA,SNA,,0,73G 73H
AS,SEA,STL,,0,73H 73J
AS,SEA,STS,Y,0,DH4
AS,SEA,TUS,,0,73J
AS,SEA,YKM,Y,0,DH4
AS,SFO,DFW,Y,0,738 757 763
AS,SFO,JFK,Y,0,763 321
AS,SFO,LAX,Y,0,738
AS,SFO,MIA,Y,0,757 763 738
AS,SFO,ORD,Y,0,738
AS,SFO,PDX,,0,734 73H 73G
AS,SFO,PSP,,0,734
AS,SFO,SEA,,0,73H 734 73G 73J 739
AS,SIT,JNU,,0,734
AS,SIT,KTN,,0,734
AS,SJC,BOI,Y,0,DH4
AS,SJC,HNL,,0,73H
AS,SJC,KOA,,0,73H
AS,SJC,LAX,Y,0,CRJ
AS,SJC,LIH,,0,73H
AS,SJC,OGG,,0,73H
AS,SJC,PDX,,0,73H 734 73G
AS,SJC,RNO,Y,0,DH4
AS,SJC,SEA,,0,73H 739 734 73J
AS,SLC,ATL,Y,0,757 763 738
AS,SLC,CVG,Y,0,73H
AS,SLC,LAX,Y,0,757
AS,SLC,MSY,Y,0,319 320
AS,SLC,PDX,Y,0,320 73H 757
AS,SLC,SAN,Y,0,319 738 320
AS,SLC,SEA,,0,739 734 73H 73G
AS,SMF,BOI,Y,0,DH4
AS,SMF,LAX,Y,0,CRJ
AS,SMF,OGG,,0,73H
AS,SMF,PDX,Y,0,DH4
AS,SMF,PSP,Y,0,DH4
AS,SMF,SEA,,0,73H
AS,SNA,DFW,Y,0,738
AS,SNA,PDX,,0,73G 73H
AS,SNA,SEA,,0,73G 73H
AS,SNP,ANC,Y,0,SF3
AS,STL,LAX,Y,0,M83
AS,STL,SEA,,0,73H 73J
AS,STS,LAX,Y,0,DH4
AS,STS,PDX,Y,0,DH4
AS,STS,SAN,Y,0,DH4
AS,STS,SEA,Y,0,DH4
AS,TUS,LAX,Y,0,CRJ
AS,TUS,PDX,Y,0,CR7
AS,TUS,SEA,,0,73J
AS,TYS,ATL,Y,0,CRJ 717 CR9 CR7
AS,UNK,ANC,Y,0,SF3 DH8
AS,VDZ,ANC,Y,0,DH8 BE1
AS,WRG,KTN,,0,73Q
AS,WRG,PSG,,0,73Q
AS,YAK,CDV,,0,73Q
AS,YAK,JNU,,0,73Q
AS,YKM,SEA,Y,0,DH4
AY,JFK,SJU,,0,757
AY,SJU,JFK,Y,0,757
AZ,ABQ,ATL,Y,0,757
AZ,ALB,ATL,Y,0,M88
AZ,ATL,ABQ,Y,0,757
AZ,ATL,AUS,Y,0,M90 M88
AZ,ATL,AVL,Y,0,CRJ M88
AZ,ATL,BDL,Y,0,M88
AZ,ATL,BHM,Y,0,M88
AZ,ATL,BNA,Y,0,320 717
AZ,ATL,BOS,Y,0,M90 757 319
AZ,ATL,BUF,Y,0,M90 M88
AZ,ATL,BWI,Y,0,320 M90
AZ,ATL,CAE,Y,0,CR9 CRJ
AZ,ATL,CHA,Y,0,CRJ M88
AZ,ATL,CHS,Y,0,M88 73W
AZ,ATL,CLT,Y,0,M88
AZ,ATL,CMH,Y,0,M88 738 73W
AZ,ATL,CVG,Y,0,M88 738
AZ,ATL,DAY,Y,0,M88
AZ,ATL,DCA,Y,0,M90 757
AZ,ATL,DEN,Y,0,M90
AZ,ATL,DFW,Y,0,M88
AZ,ATL,DTW,Y,0,M90
AZ,ATL,ELP,Y,0,M88
AZ,ATL,EWR,Y,0,717
AZ,ATL,FLL,Y,0,757
AZ,ATL,GNV,Y,0,CR9 717
AZ,ATL,GPT,Y,0,CRJ CR7
AZ,ATL,GSO,Y,0,73H M88 320 738
AZ,ATL,HOU,Y,0,M88
AZ,ATL,HSV,Y,0,717
AZ,ATL,IAD,Y,0,M88
AZ,ATL,IAH,Y,0,320 M88
AZ,ATL,ICT,Y,0,CR9
AZ,ATL,ILM,Y,0,CRJ 319
AZ,ATL,IND,Y,0,320
AZ,ATL,JAN,Y,0,717 CR9
AZ,ATL,JAX,Y,0,757
AZ,ATL,JFK,Y,0,319
AZ,ATL,LAS,Y,0,753 757
AZ,ATL,LAX,Y,0,763
AZ,ATL,LIT,Y,0,M88
AZ,ATL,MCI,Y,0,M88 M90
AZ,ATL,MCO,Y,0,757
AZ,ATL,MEM,Y,0,M88
AZ,ATL,MIA,Y,0,M88 757 M90 73H
AZ,ATL,MKE,Y,0,M90
AZ,ATL,MSP,Y,0,M90
AZ,ATL,MSY,Y,0,757
AZ,ATL,MYR,Y,0,CR9 717 319
AZ,ATL,OKC,Y,0,M88
AZ,ATL,OMA,Y,0,M88 M90
AZ,ATL,ORD,Y,0,757 717 M88
AZ,ATL,ORF,Y,0,M88 M90
AZ,ATL,PBI,Y,0,757
AZ,ATL,PDX,Y,0,73H 738
AZ,ATL,PHL,Y,0,M88 757
AZ,ATL,PHX,Y,0,757 738
AZ,ATL,PIT,Y,0,CR9 M88
AZ,ATL,RDU,Y,0,M88 320 739
AZ,ATL,RIC,Y,0,M88
AZ,ATL,ROC,Y,0,M90
AZ,ATL,RSW,Y,0,757
AZ,ATL,SAN,Y,0,763
AZ,ATL,SAT,Y,0,M90 757
AZ,ATL,SAV,Y,0,717 M88
AZ,ATL,SEA,Y,0,739 757 738
AZ,ATL,SJU,Y,0,757
AZ,ATL,SLC,Y,0,763 757
AZ,ATL,SNA,Y,0,757
AZ,ATL,SRQ,Y,0,M90 757
AZ,ATL,STL,Y,0,M90
AZ,ATL,TPA,Y,0,757 739
AZ,ATL,TUS,Y,0,M90
AZ,ATL,TYS,Y,0,CRJ
AZ,ATL,VPS,Y,0,319 717
AZ,AUH,MLE,Y,0,320
AZ,AUH,SEZ,Y,0,320
AZ,AUS,ATL,Y,0,M90 M88
AZ,AVL,ATL,Y,0,CRJ
AZ,BDL,ATL,Y,0,M88
AZ,BHM,ATL,Y,0,M88
AZ,BNA,ATL,Y,0,M88 717
AZ,BUF,ATL,Y,0,M90 M88
AZ,BWI,ATL,Y,0,M88 757 M90 717
AZ,CAE,ATL,Y,0,CRJ
AZ,CHA,ATL,Y,0,CRJ CR7
AZ,CHS,ATL,Y,0,M88
AZ,CLE,ATL,Y,0,717
AZ,CLT,ATL,Y,0,M90
AZ,CMH,ATL,Y,0,M88 319
AZ,CVG,ATL,Y,0,M88 CR9
AZ,DAY,ATL,Y,0,M88
AZ,DCA,ATL,Y,0,M88 M90
AZ,DEN,ATL,Y,0,757
AZ,DFW,ATL,Y,0,M88
AZ,DTW,ATL,Y,0,M88 73H M90 757
AZ,EWR,ATL,Y,0,717
AZ,FLL,ATL,Y,0,757
AZ,GNV,ATL,Y,0,CR9 CR7
AZ,GPT,ATL,Y,0,M88
AZ,GSP,ATL,Y,0,M88 319 717
AZ,HOU,ATL,Y,0,M88
AZ,HSV,ATL,Y,0,M88
AZ,IAD,ATL,Y,0,320 M88
AZ,IAH,ATL,Y,0,M88 717
AZ,ICT,ATL,Y,0,CR7
AZ,ILM,ATL,Y,0,CRJ
AZ,IND,ATL,Y,0,M88 M90
AZ,JAN,ATL,Y,0,717
AZ,JAX,ATL,Y,0,757
AZ,JFK,ATL,Y,0,752 319 M88 738
AZ,JFK,MSY,Y,0,CR9
AZ,LAS,ATL,Y,0,757
AZ,LIT,ATL,Y,0,M88
AZ,MCI,ATL,Y,0,M88
AZ,MCO,ATL,Y,0,757 76W M88
AZ,MEM,ATL,Y,0,M88 319 320
AZ,MIA,ATL,Y,0,M88 M90
AZ,MKE,ATL,Y,0,M90
AZ,MLE,AUH,Y,0,320
AZ,MSY,ATL,Y,0,M90
AZ,MSY,JFK,Y,0,CR9
AZ,MYR,ATL,Y,0,717 CR7
AZ,OMA,ATL,Y,0,CR7
AZ,ORD,ATL,Y,0,M88
AZ,ORF,ATL,Y,0,M88 M90 319
AZ,PBI,ATL,Y,0,757 M90
AZ,PHL,ATL,Y,0,M88 M90 738
AZ,PHX,ATL,Y,0,757 739
AZ,PIT,ATL,Y,0,M88
AZ,RDU,ATL,Y,0,752 M90 M88
AZ,RIC,ATL,Y,0,M90 M88
AZ,ROC,ATL,Y,0,M88
AZ,RSW,ATL,Y,0,M90
AZ,SAN,ATL,Y,0,73H 763 739
AZ,SAT,ATL,Y,0,757 M90
AZ,SAV,ATL,Y,0,M88 717
AZ,SEA,ATL,Y,0,739 76W 757
AZ,SEZ,AUH,Y,0,320
AZ,SFO,ATL,Y,0,763
AZ,SJU,ATL,Y,0,757 753
AZ,SLC,ATL,Y,0,763
AZ,SNA,ATL,Y,0,757
AZ,SRQ,ATL,Y,0,M90
AZ,STL,ATL,Y,0,M90 M88
AZ,STT,JFK,Y,0,757
AZ,TPA,ATL,Y,0,757
AZ,TUS,ATL,Y,0,M90
AZ,TYS,ATL,Y,0,717
B6,ABQ,JFK,,0,320
B6,AUS,BOS,,0,E90
B6,AUS,FLL,,0,E90
B6,AUS,JFK,,0,320
B6,AUS,LGB,,0,320
B6,AUS,MCO,,0,E90 320
B6,AUS,SFO,,0,320
B6,BDL,FLL,,0,320
B6,BDL,MCO,,0,320
B6,BDL,PBI,,0,E90
B6,BDL,SJU,,0,320
B6,BDL,TPA,,0,320
B6,BOS,AUS,,0,E90
B6,BOS,BUF,,0,E90
B6,BOS,BWI,,0,E90
B6,BOS,CHS,,0,E90
B6,BOS,CLT,,0,E90
B6,BOS,DCA,,0,320 E90
B6,BOS,DEN,,0,320
B6,BOS,DFW,,0,E90
B6,BOS,DTW,,0,E90
B6,BOS,EWR,,0,E90
B6,BOS,FLL,,0,320 E90
B6,BOS,HOU,,0,E90
B6,BOS,IAD,,0,E90
B6,BOS,JAX,,0,E90
B6,BOS,JFK,,0,320 E90
B6,BOS,LAS,,0,320
B6,BOS,LAX,,0,320
B6,BOS,LGB,,0,320
B6,BOS,MCO,,0,320 E90
B6,BOS,MSY,,0,E90
B6,BOS,ORD,,0,320 E90
B6,BOS,PBI,,0,320 E90
B6,BOS,PDX,,0,320
B6,BOS,PHL,,0,E90
B6,BOS,PHX,,0,320
B6,BOS,PIT,,0,E90
B6,BOS,RDU,,0,E90
B6,BOS,RIC,,0,E90
B6,BOS,RSW,,0,320
B6,BOS,SAN,,0,320
B6,BOS,SAV,,0,E90
B6,BOS,SEA,,0,320
B6,BOS,SFO,,0,320
B6,BOS,SJC,,0,320
B6,BOS,SJU,,0,320
B6,BOS,STT,,0,320
B6,BOS,TPA,,0,320
B6,BQN,JFK,,0,320
B6,BQN,MCO,,0,320
B6,BTV,JFK,,0,E90
B6,BUF,BOS,,0,E90
B6,BUF,JFK,,0,E90 320
B6,BUF,MCO,,0,320
B6,BUR,JFK,,0,320
B6,BWI,BOS,,0,E90
B6,CHS,BOS,,0,E90
B6,CHS,JFK,,0,320
B6,CLT,BOS,,0,E90
B6,CLT,JFK,,0,E90
B6,DCA,BOS,,0,E90 320
B6,DCA,FLL,,0,E90 320
B6,DCA,MCO,,0,320 E90
B6,DCA,SJU,,0,320
B6,DCA,TPA,,0,320
B6,DEN,BOS,,0,320
B6,DEN,JFK,,0,320
B6,DFW,BOS,,0,E90
B6,DTW,BOS,,0,E90
B6,EWR,BOS,,0,E90
B6,EWR,FLL,,0,320
B6,EWR,MCO,,0,320
B6,EWR,PBI,,0,320
B6,EWR,RSW,,0,320
B6,EWR,SJU,,0,320
B6,EWR,TPA,,0,320
B6,FLL,AUS,,0,E90
B6,FLL,BDL,,0,320
B6,FLL,BOS,,0,320 E90
B6,FLL,DCA,,0,320 E90
B6,FLL,EWR,,0,320
B6,FLL,HPN,,0,E90
B6,FLL,JFK,,0,320 E90
B6,FLL,LAX,,0,320
B6,FLL,LGA,,0,320
B6,FLL,ORH,,0,E90
B6,FLL,PVD,,0,320
B6,FLL,RDU,,0,E90
B6,FLL,RIC,,0,E90
B6,FLL,SFO,,0,320
B6,FLL,SJU,,0,320 E90
B6,FLL,SWF,,0,E90
B6,GCM,JFK,,0,320
B6,HOU,BOS,,0,E90
B6,HOU,JFK,,0,E90
B6,HPN,FLL,,0,E90
B6,HPN,MCO,,0,320 E90
B6,HPN,PBI,,0,E90
B6,HPN,RSW,,0,E90
B6,HPN,TPA,,0,E90
B6,IAD,BOS,,0,E90
B6,IAD,JFK,,0,E90
B6,IAD,LGB,,0,320
B6,JAX,BOS,,0,E90
B6,JAX,JFK,,0,320
B6,JAX,SJU,,0,E90
B6,JFK,ABQ,,0,320
B6,JFK,AUS,,0,320
B6,JFK,BOS,,0,E90 320
B6,JFK,BQN,,0,320
B6,JFK,BTV,,0,E90
B6,JFK,BUF,,0,E90 320
B6,JFK,BUR,,0,320
B6,JFK,CHS,,0,320
B6,JFK,CLT,,0,E90
B6,JFK,DEN,,0,320
B6,JFK,FLL,,0,320 E90
B6,JFK,GCM,,0,320
B6,JFK,HOU,,0,E90
B6,JFK,IAD,,0,E90
B6,JFK,JAX,,0,320
B6,JFK,LAS,,0,320
B6,JFK,LAX,,0,320
B6,JFK,LGB,,0,320
B6,JFK,MCO,,0,320 E90
B6,JFK,MSY,,0,E90 320
B6,JFK,OAK,,0,320
B6,JFK,ORD,,0,320 E90
B6,JFK,PBI,,0,E90 320
B6,JFK,PDX,,0,320
B6,JFK,PHX,,0,320
B6,JFK,PSE,,0,320
B6,JFK,PWM,,0,E90
B6,JFK,RDU,,0,E90
B6,JFK,ROC,,0,E90
B6,JFK,RSW,,0,320
B6,JFK,SAN,,0,320
B6,JFK,SAV,,0,320
B6,JFK,SEA,,0,320
B6,JFK,SFO,,0,320
B6,JFK,SJC,,0,320
B6,JFK,SJU,,0,320
B6,JFK,SLC,,0,320
B6,JFK,SMF,,0,320
B6,JFK,SRQ,,0,E90
B6,JFK,SYR,,0,E90
B6,JFK,TPA,,0,320 E90
B6,LAS,BOS,,0,320
B6,LAS,JFK,,0,320
B6,LAS,LGB,,0,320
B6,LAX,BOS,,0,320
B6,LAX,FLL,,0,320
B6,LAX,JFK,,0,320
B6,LGA,FLL,,0,320
B6,LGA,MCO,,0,320
B6,LGA,PBI,,0,320 E90
B6,LGA,RSW,,0,320
B6,LGA,SRQ,,0,320
B6,LGA,TPA,,0,320
B6,LGB,AUS,,0,320
B6,LGB,BOS,,0,320
B6,LGB,IAD,,0,320
B6,LGB,JFK,,0,320
B6,LGB,LAS,,0,320
B6,LGB,OAK,,0,320
B6,LGB,PDX,,0,320
B6,LGB,SEA,,0,320
B6,LGB,SFO,,0,320
B6,LGB,SLC,,0,320
B6,LGB,SMF,,0,320
B6,MCO,AUS,,0,E90 320
B6,MCO,BDL,,0,320
B6,MCO,BOS,,0,320 E90
B6,MCO,BQN,,0,320
B6,MCO,BUF,,0,320
B6,MCO,DCA,,0,E90 320
B6,MCO,EWR,,0,320
B6,MCO,HPN,,0,320 E90
B6,MCO,JFK,,0,320 E90
B6,MCO,LGA,,0,320
B6,MCO,ORH,,0,E90
B6,MCO,PSE,,0,320
B6,MCO,PVD,,0,320
B6,MCO,RIC,,0,E90
B6,MCO,SJU,,0,E90 320
B6,MCO,SWF,,0,E90
B6,MCO,SYR,,0,320 E90
B6,MSY,BOS,,0,E90
B6,MSY,JFK,,0,E90 320
B6,OAK,JFK,,0,320
B6,OAK,LGB,,0,320
B6,ORD,BOS,,0,320 E90
B6,ORD,JFK,,0,E90 320
B6,ORD,SJU,,0,320
B6,ORH,FLL,,0,E90
B6,ORH,MCO,,0,E90
B6,PBI,BDL,,0,E90
B6,PBI,BOS,,0,320 E90
B6,PBI,EWR,,0,320
B6,PBI,HPN,,0,E90
B6,PBI,JFK,,0,320 E90
B6,PBI,LGA,,0,320 E90
B6,PBI,SJU,,0,E90
B6,PDX,BOS,,0,320
B6,PDX,JFK,,0,320
B6,PDX,LGB,,0,320
B6,PHL,BOS,,0,E90
B6,PHX,BOS,,0,320
B6,PHX,JFK,,0,320
B6,PIT,BOS,,0,E90
B6,PSE,JFK,,0,320
B6,PSE,MCO,,0,320
B6,PVD,FLL,,0,320
B6,PVD,MCO,,0,320
B6,PWM,JFK,,0,E90
B6,RDU,BOS,,0,E90
B6,RDU,FLL,,0,E90
B6,RDU,JFK,,0,E90
B6,RIC,BOS,,0,E90
B6,RIC,FLL,,0,E90
B6,RIC,MCO,,0,E90
B6,ROC,JFK,,0,E90
B6,RSW,BOS,,0,320
B6,RSW,EWR,,0,320
B6,RSW,HPN,,0,E90
B6,RSW,JFK,,0,320
B6,RSW,LGA,,0,320
B6,SAN,BOS,,0,320
B6,SAN,JFK,,0,320
B6,SAV,BOS,,0,E90
B6,SAV,JFK,,0,320
B6,SEA,BOS,,0,320
B6,SEA,JFK,,0,320
B6,SEA,LGB,,0,320
B6,SFO,AUS,,0,320
B6,SFO,BOS,,0,320
B6,SFO,FLL,,0,320
B6,SFO,JFK,,0,320
B6,SFO,LGB,,0,320
B6,SJC,BOS,,0,320
B6,SJC,JFK,,0,320
B6,SJU,BDL,,0,320
B6,SJU,BOS,,0,320
B6,SJU,DCA,,0,320
B6,SJU,EWR,,0,320
B6,SJU,FLL,,0,320 E90
B6,SJU,JAX,,0,E90
B6,SJU,JFK,,0,320
B6,SJU,MCO,,0,E90 320
B6,SJU,ORD,,0,320
B6,SJU,PBI,,0,E90
B6,SJU,STT,,0,E90
B6,SJU,STX,,0,E90
B6,SJU,TPA,,0,320
B6,SLC,JFK,,0,320
B6,SLC,LGB,,0,320
B6,SMF,JFK,,0,320
B6,SMF,LGB,,0,320
B6,SRQ,JFK,,0,E90
B6,SRQ,LGA,,0,320
B6,STT,SJU,,0,E90
B6,STX,SJU,,0,E90
B6,SWF,FLL,,0,E90
B6,SWF,MCO,,0,E90
B6,SYR,JFK,,0,E90
B6,SYR,MCO,,0,E90 320
B6,TPA,BDL,,0,320
B6,TPA,BOS,,0,320
B6,TPA,DCA,,0,320
B6,TPA,EWR,,0,320
B6,TPA,HPN,,0,E90
B6,TPA,JFK,,0,320 E90
B6,TPA,LGA,,0,320
B6,TPA,SJU,,0,320
BA,ATL,DFW,,0,
BA,ATL,MIA,Y,0,738 ERD
BA,ATL,ORD,Y,0,E75 CR7
BA,DFW,ATL,Y,0,M80 M83
BA,DFW,MSY,Y,0,M83 M80
BA,MIA,ATL,Y,0,ER4 738
BA,MIA,MSY,Y,0,738
BA,MIA,STT,Y,0,757
BA,MSY,DFW,Y,0,M80 M83
BA,MSY,MIA,Y,0,738
BA,MSY,ORD,Y,0,E75
BA,ORD,ATL,Y,0,E75 CR7 74N
BA,ORD,MSY,Y,0,E75
BA,STT,MIA,Y,0,757
BB,SJU,STT,,0,DHT SF3
BB,SJU,STX,,0,SF3 DHT
BB,SJU,VQS,,0,DHT
BB,STT,SJU,,0,SF3 DHT
BB,STT,STX,,0,DHT
BB,STX,SJU,,0,SF3 DHT
BB,STX,STT,,0,DHT
BB,VQS,SJU,,0,DHT
BW,GEO,JFK,,0,767
BW,JFK,GEO,,0,767
CA,ATL,IAH,Y,0,CRJ
CA,EWR,PVG,Y,0,777
CA,IAH,ATL,Y,0,CRJ ERJ
CA,LAX,PVG,Y,0,788
CA,ORD,PVG,Y,0,744
CA,PVG,EWR,Y,0,777
CA,PVG,LAX,Y,0,788
CA,PVG,ORD,Y,0,744
CA,PVG,SFO,Y,0,744
CA,SFO,PVG,Y,0,744
CI,ATL,DFW,,0,74Y
CI,ATL,LAX,Y,0,763
CI,ATL,SFO,Y,0,739 757
CI,IAH,ATL,Y,0,M88 717
CI,LAX,ATL,Y,0,757 73H 76W
CI,LAX,MSY,Y,0,319
CI,MSY,LAX,Y,0,319
CI,SFO,ATL,Y,0,739 757
CM,IAH,SFO,Y,0,788
CM,SEA,IAH,Y,0,320
CX,ATL,ORD,Y,0,E75
CX,MSY,DFW,Y,0,M83 M80
CX,ORD,ATL,Y,0,CR7
CZ,DTW,PVG,Y,0,77L 777
CZ,PVG,DTW,Y,0,77L
DL,ABE,ATL,,0,717
DL,ABE,DTW,Y,0,CRJ
DL,ABQ,ATL,,0,757 320
DL,ABQ,MSP,,0,320
DL,ABQ,SLC,Y,0,CR9 CR7
DL,ABR,MSP,Y,0,CRJ
DL,ABY,ATL,Y,0,CRJ
DL,AEX,ATL,Y,0,CR9 CRJ
DL,AGS,ATL,,0,M88 717
DL,ALB,ATL,,0,M88
DL,ALB,DTW,Y,0,CRJ CR9
DL,ALB,MSP,Y,0,CR9
DL,ANC,MSP,,0,738 757
DL,ANC,SEA,Y,0,73J
DL,ANC,SLC,,0,738
DL,APN,DTW,Y,0,CRJ
DL,APN,MSP,Y,0,CRJ
DL,ATL,ABE,,0,717
DL,ATL,ABQ,,0,757 320
DL,ATL,ABY,Y,0,CRJ
DL,ATL,AEX,Y,0,CRJ CR9
DL,ATL,AGS,,0,717 M88
DL,ATL,ALB,,0,M88
DL,ATL,ATW,Y,0,CR7 CR9
DL,ATL,AUS,,0,M90 M88 
DL,ATL,AVL,,0,M88
DL,ATL,AVP,Y,0,CR7
DL,ATL,AZO,Y,0,CRJ
DL,ATL,BDL,,0,M88 73W 320
DL,ATL,BHM,,0,M88 320
DL,ATL,BMI,Y,0,CR9 CR7
DL,ATL,BNA,,0,M88 738 319 320 73H 717
DL,ATL,BOS,,0,M90 757 320 738 M88  319
DL,ATL,BQK,Y,0,CRJ
DL,ATL,BTR,,0,319
DL,ATL,BTV,Y,0,CR9
DL,ATL,BUF,,0,M90 M88
DL,ATL,BWI,,0,M88 M90 757 320 73W
